active,item_id,name,brand,category,price,original_price,discount,badge,specs,keywords,variants,link_shopee,in_stock,updated_at
TRUE,44472616843,Combo 2 nước giặt Pano 1.8kg hương nước hoa Pháp giặt tay giặt máy sạch sâu vết bẩn an toàn da tay,PANO,Nước giặt,122550,129000,5%,STANDARD,Combo 2 nước giặt Pano 1.8kg hương nước hoa Pháp giặt tay giặt máy sạch sâu vết bẩn an toàn da tay,1.8kg; nước giặt; pano,PANO,https://shopee.vn/Combo-2-n%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-1.8kg-h%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-gi%E1%BA%B7t-tay-gi%E1%BA%B7t-m%C3%A1y-s%E1%BA%A1ch-s%C3%A2u-v%E1%BA%BFt-b%E1%BA%A9n-an-to%C3%A0n-da-tay-i.20523065.44472616843,TRUE,2026-08-18
TRUE,24281041930,[TẶNG KÈM] 3 gói nước xả vải Bột giặt Oplus Hương hoa trắng xạ hương Tiết kiệm nước sạch vết bẩn ít cặn Túi 2kg,Oplus,Tẩy rửa & Giặt giũ,72150,111000,35%,STANDARD,[TẶNG KÈM] 3 gói nước xả vải Bột giặt Oplus Hương hoa trắng xạ hương Tiết kiệm nước sạch vết bẩn ít cặn Túi 2kg,oplus; tẩy rửa & giặt giũ,Oplus,https://shopee.vn/-T%E1%BA%B6NG-K%C3%88M-3-g%C3%B3i-n%C6%B0%E1%BB%9Bc-x%E1%BA%A3-v%E1%BA%A3i-B%E1%BB%99t-gi%E1%BA%B7t-Oplus-H%C6%B0%C6%A1ng-hoa-tr%E1%BA%AFng-x%E1%BA%A1-h%C6%B0%C6%A1ng-Ti%E1%BA%BFt-ki%E1%BB%87m-n%C6%B0%E1%BB%9Bc-s%E1%BA%A1ch-v%E1%BA%BFt-b%E1%BA%A9n-%C3%ADt-c%E1%BA%B7n-T%C3%BAi-2kg-i.20523065.24281041930,TRUE,2026-08-18
TRUE,20819334417,Nước giặt 2in1 Oplus Hương nước hoa Pháp Sạch sâu mềm vải không cần nước xả Can 1kg,Oplus,Nước giặt,60720,69000,12%,STANDARD,Nước giặt 2in1 Oplus Hương nước hoa Pháp Sạch sâu mềm vải không cần nước xả Can 1kg,2in1; nước giặt; oplus,Oplus,https://shopee.vn/N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-2in1-Oplus-H%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-S%E1%BA%A1ch-s%C3%A2u-m%E1%BB%81m-v%E1%BA%A3i-kh%C3%B4ng-c%E1%BA%A7n-n%C6%B0%E1%BB%9Bc-x%E1%BA%A3-Can-1kg-i.20523065.20819334417,TRUE,2026-08-18
TRUE,55861226781,Nước giặt xả 2in1 Oplus Hương nước hoa Pháp Sạch sâu mềm vải không cần nước xả Túi 1.8kg,Oplus,Nước giặt,77727,119580,35%,STANDARD,Nước giặt xả 2in1 Oplus Hương nước hoa Pháp Sạch sâu mềm vải không cần nước xả Túi 1.8kg,1.8kg; 2in1; nước giặt; oplus,Oplus,https://shopee.vn/N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-x%E1%BA%A3-2in1-Oplus-H%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-S%E1%BA%A1ch-s%C3%A2u-m%E1%BB%81m-v%E1%BA%A3i-kh%C3%B4ng-c%E1%BA%A7n-n%C6%B0%E1%BB%9Bc-x%E1%BA%A3-T%C3%BAi-1.8kg-i.20523065.55861226781,TRUE,2026-08-18
TRUE,54212683981,Nước rửa chén Pano can 3.8kg hương chanh tự nhiên cho nhà hàng quán ăn sạch dầu mỡ khử mùi tanh da tay,PANO,Nước rửa chén,76050,117000,35%,STANDARD,Nước rửa chén Pano can 3.8kg hương chanh tự nhiên cho nhà hàng quán ăn sạch dầu mỡ khử mùi tanh da tay,can 3.8kg; nước rửa chén; pano,PANO,https://shopee.vn/N%C6%B0%E1%BB%9Bc-r%E1%BB%ADa-ch%C3%A9n-Pano-can-3.8kg-h%C6%B0%C6%A1ng-chanh-t%E1%BB%B1-nhi%C3%AAn-cho-nh%C3%A0-h%C3%A0ng-qu%C3%A1n-%C4%83n-s%E1%BA%A1ch-d%E1%BA%A7u-m%E1%BB%A1-kh%E1%BB%AD-m%C3%B9i-tanh-da-tay-i.20523065.54212683981,TRUE,2026-08-18
TRUE,21319337822,Bột giặt Nước hoa ZeO Hương hoa trắng xạ hương Sạch vết bẩn cứng đầu lưu hương kép Gói 720g 750g,ZeO,Bột giặt,36400,45500,20%,STANDARD,Bột giặt Nước hoa ZeO Hương hoa trắng xạ hương Sạch vết bẩn cứng đầu lưu hương kép Gói 720g 750g,bột giặt; zeo,ZeO,https://shopee.vn/B%E1%BB%99t-gi%E1%BA%B7t-N%C6%B0%E1%BB%9Bc-hoa-ZeO-H%C6%B0%C6%A1ng-hoa-tr%E1%BA%AFng-x%E1%BA%A1-h%C6%B0%C6%A1ng-S%E1%BA%A1ch-v%E1%BA%BFt-b%E1%BA%A9n-c%E1%BB%A9ng-%C4%91%E1%BA%A7u-l%C6%B0u-h%C6%B0%C6%A1ng-k%C3%A9p-G%C3%B3i-720g-750g-i.20523065.21319337822,TRUE,2026-08-18
TRUE,28006686405,[SẠCH SÂU - TIẾT KIỆM] Nước giặt xả 2in1 Oplus Hương nước hoa Pháp Mềm vải lưu hương lâu Can 3.1kg 3.5kg,Oplus,Nước giặt,129390,227000,43%,STANDARD,[SẠCH SÂU - TIẾT KIỆM] Nước giặt xả 2in1 Oplus Hương nước hoa Pháp Mềm vải lưu hương lâu Can 3.1kg 3.5kg,2in1; nước giặt; oplus,Oplus,https://shopee.vn/-S%E1%BA%A0CH-S%C3%82U-TI%E1%BA%BET-KI%E1%BB%86M-N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-x%E1%BA%A3-2in1-Oplus-H%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-M%E1%BB%81m-v%E1%BA%A3i-l%C6%B0u-h%C6%B0%C6%A1ng-l%C3%A2u-Can-3.1kg-3.5kg-i.20523065.28006686405,TRUE,2026-08-18
TRUE,40823425194,Nước giặt Pano combo 2 gói 1 8kg tặng nước rửa chén 400g hương hoa tươi mát giặt tay giặt máy sạch sâu vết bẩn,PANO,Nước giặt,120640,251333,52%,STANDARD,Nước giặt Pano combo 2 gói 1 8kg tặng nước rửa chén 400g hương hoa tươi mát giặt tay giặt máy sạch sâu vết bẩn,nước giặt; pano,PANO,https://shopee.vn/N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-combo-2-g%C3%B3i-1-8kg-t%E1%BA%B7ng-n%C6%B0%E1%BB%9Bc-r%E1%BB%ADa-ch%C3%A9n-400g-h%C6%B0%C6%A1ng-hoa-t%C6%B0%C6%A1i-m%C3%A1t-gi%E1%BA%B7t-tay-gi%E1%BA%B7t-m%C3%A1y-s%E1%BA%A1ch-s%C3%A2u-v%E1%BA%BFt-b%E1%BA%A9n-i.20523065.40823425194,TRUE,2026-08-18
TRUE,14789198137,Nước giặt ZeO Matic 3in1 2.2kg hương táo xạ hương gỗ cho máy giặt cửa trước cửa trên sạch khuẩn khử mùi,ZeO,Nước giặt,89000,175000,49%,STANDARD,Nước giặt ZeO Matic 3in1 2.2kg hương táo xạ hương gỗ cho máy giặt cửa trước cửa trên sạch khuẩn khử mùi,nước giặt; zeo,ZeO,https://shopee.vn/N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-ZeO-Matic-3in1-2.2kg-h%C6%B0%C6%A1ng-t%C3%A1o-x%E1%BA%A1-h%C6%B0%C6%A1ng-g%E1%BB%97-cho-m%C3%A1y-gi%E1%BA%B7t-c%E1%BB%ADa-tr%C6%B0%E1%BB%9Bc-c%E1%BB%ADa-tr%C3%AAn-s%E1%BA%A1ch-khu%E1%BA%A9n-kh%E1%BB%AD-m%C3%B9i-i.20523065.14789198137,TRUE,2026-08-18
TRUE,53011222501,[COMBO] 4 túi Nước giặt xả 2in1 Oplus Hương nước hoa Pháp Sạch sâu mềm vải thơm lâu 4 túi tổng 7.2kg,Oplus,Nước giặt,257592,585436,56%,STANDARD,[COMBO] 4 túi Nước giặt xả 2in1 Oplus Hương nước hoa Pháp Sạch sâu mềm vải thơm lâu 4 túi tổng 7.2kg,2in1; nước giặt; oplus,Oplus,https://shopee.vn/-COMBO-4-t%C3%BAi-N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-x%E1%BA%A3-2in1-Oplus-H%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-S%E1%BA%A1ch-s%C3%A2u-m%E1%BB%81m-v%E1%BA%A3i-th%C6%A1m-l%C3%A2u-4-t%C3%BAi-t%E1%BB%95ng-7.2kg-i.20523065.53011222501,TRUE,2026-08-18
TRUE,42723420756,Nước giặt Pano Elegant túi 1.8kg combo mua 1 được 3 hương nước hoa Pháp cổ điển giặt tay giặt máy sạch sâu vết bẩn,PANO,Nước giặt,130693,251332,48%,STANDARD,Nước giặt Pano Elegant túi 1.8kg combo mua 1 được 3 hương nước hoa Pháp cổ điển giặt tay giặt máy sạch sâu vết bẩn,1.8kg; elegant; nước giặt; pano,PANO,https://shopee.vn/N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-Elegant-t%C3%BAi-1.8kg-combo-mua-1-%C4%91%C6%B0%E1%BB%A3c-3-h%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-c%E1%BB%95-%C4%91i%E1%BB%83n-gi%E1%BA%B7t-tay-gi%E1%BA%B7t-m%C3%A1y-s%E1%BA%A1ch-s%C3%A2u-v%E1%BA%BFt-b%E1%BA%A9n-i.20523065.42723420756,TRUE,2026-08-18
TRUE,40373426171,Nước giặt Pano Active combo 2 túi 1.8kg tặng nước rửa chén 400g hương nước hoa Pháp sang trọng sạch sâu vết bẩn,PANO,Nước giặt,120640,251333,52%,STANDARD,Nước giặt Pano Active combo 2 túi 1.8kg tặng nước rửa chén 400g hương nước hoa Pháp sang trọng sạch sâu vết bẩn,1.8kg; active; nước giặt; pano,PANO,https://shopee.vn/N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-Active-combo-2-t%C3%BAi-1.8kg-t%E1%BA%B7ng-n%C6%B0%E1%BB%9Bc-r%E1%BB%ADa-ch%C3%A9n-400g-h%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-sang-tr%E1%BB%8Dng-s%E1%BA%A1ch-s%C3%A2u-v%E1%BA%BFt-b%E1%BA%A9n-i.20523065.40373426171,TRUE,2026-08-18
TRUE,26442724780,Combo 2 túi Nước giặt Pano Warmish 1.8kg hương táo dứa hoa nhài sạch sâu vết bẩn tặng nước rửa chén 200g,PANO,Nước giặt,130693,242024,46%,STANDARD,Combo 2 túi Nước giặt Pano Warmish 1.8kg hương táo dứa hoa nhài sạch sâu vết bẩn tặng nước rửa chén 200g,1.8kg; nước giặt; pano; warmish,PANO,https://shopee.vn/Combo-2-t%C3%BAi-N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-Warmish-1.8kg-h%C6%B0%C6%A1ng-t%C3%A1o-d%E1%BB%A9a-hoa-nh%C3%A0i-s%E1%BA%A1ch-s%C3%A2u-v%E1%BA%BFt-b%E1%BA%A9n-t%E1%BA%B7ng-n%C6%B0%E1%BB%9Bc-r%E1%BB%ADa-ch%C3%A9n-200g-i.20523065.26442724780,TRUE,2026-08-18
TRUE,43672853910,Combo 4 nước giặt Pano 1.8kg hương nước hoa Pháp giặt tay giặt máy sạch sâu vết bẩn an toàn cho da tay,PANO,Nước giặt,239343,460275,48%,STANDARD,Combo 4 nước giặt Pano 1.8kg hương nước hoa Pháp giặt tay giặt máy sạch sâu vết bẩn an toàn cho da tay,1.8kg; nước giặt; pano,PANO,https://shopee.vn/Combo-4-n%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-1.8kg-h%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-gi%E1%BA%B7t-tay-gi%E1%BA%B7t-m%C3%A1y-s%E1%BA%A1ch-s%C3%A2u-v%E1%BA%BFt-b%E1%BA%A9n-an-to%C3%A0n-cho-da-tay-i.20523065.43672853910,TRUE,2026-08-18
TRUE,27042559428,Thùng nước giặt Pano Active 6 túi hương nước hoa Pháp sang trọng giặt tay giặt máy sạch sâu an toàn da tay,PANO,Nước giặt,681812,1311176,48%,STANDARD,Thùng nước giặt Pano Active 6 túi hương nước hoa Pháp sang trọng giặt tay giặt máy sạch sâu an toàn da tay,active; nước giặt; pano,PANO,https://shopee.vn/Th%C3%B9ng-n%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-Active-6-t%C3%BAi-h%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-sang-tr%E1%BB%8Dng-gi%E1%BA%B7t-tay-gi%E1%BA%B7t-m%C3%A1y-s%E1%BA%A1ch-s%C3%A2u-an-to%C3%A0n-da-tay-i.20523065.27042559428,TRUE,2026-08-18
TRUE,29550492191,Nước giặt xả Oplus 2in1 can 3.5kg hương nước hoa Pháp không cần nước xả sạch sâu mềm vải lưu hương thơm lâu,Oplus,Nước giặt,129390,208693,38%,STANDARD,Nước giặt xả Oplus 2in1 can 3.5kg hương nước hoa Pháp không cần nước xả sạch sâu mềm vải lưu hương thơm lâu,2in1; can 3.5kg; nước giặt; oplus,Oplus,https://shopee.vn/N%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-x%E1%BA%A3-Oplus-2in1-can-3.5kg-h%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-kh%C3%B4ng-c%E1%BA%A7n-n%C6%B0%E1%BB%9Bc-x%E1%BA%A3-s%E1%BA%A1ch-s%C3%A2u-m%E1%BB%81m-v%E1%BA%A3i-l%C6%B0u-h%C6%B0%C6%A1ng-th%C6%A1m-l%C3%A2u-i.20523065.29550492191,TRUE,2026-08-18
TRUE,42822813714,Thùng nước giặt Pano Fresh 6 túi hương táo hoa trắng giặt tay giặt máy sạch sâu vết bẩn an toàn da tay bán sỉ,PANO,Nước giặt,681812,1311176,48%,STANDARD,Thùng nước giặt Pano Fresh 6 túi hương táo hoa trắng giặt tay giặt máy sạch sâu vết bẩn an toàn da tay bán sỉ,fresh; nước giặt; pano,PANO,https://shopee.vn/Th%C3%B9ng-n%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-Fresh-6-t%C3%BAi-h%C6%B0%C6%A1ng-t%C3%A1o-hoa-tr%E1%BA%AFng-gi%E1%BA%B7t-tay-gi%E1%BA%B7t-m%C3%A1y-s%E1%BA%A1ch-s%C3%A2u-v%E1%BA%BFt-b%E1%BA%A9n-an-to%C3%A0n-da-tay-b%C3%A1n-s%E1%BB%89-i.20523065.42822813714,TRUE,2026-08-18
TRUE,29842549801,Thùng nước giặt Pano Warmish6 túi hương táo dứa hoa nhài giặt tay giặt máy sạch sâu an toàn da tay bán sỉ,PANO,Nước giặt,552653,1151360,52%,STANDARD,Thùng nước giặt Pano Warmish6 túi hương táo dứa hoa nhài giặt tay giặt máy sạch sâu an toàn da tay bán sỉ,nước giặt; pano; warmish,PANO,https://shopee.vn/Th%C3%B9ng-n%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-Warmish6-t%C3%BAi-h%C6%B0%C6%A1ng-t%C3%A1o-d%E1%BB%A9a-hoa-nh%C3%A0i-gi%E1%BA%B7t-tay-gi%E1%BA%B7t-m%C3%A1y-s%E1%BA%A1ch-s%C3%A2u-an-to%C3%A0n-da-tay-b%C3%A1n-s%E1%BB%89-i.20523065.29842549801,TRUE,2026-08-18
TRUE,26042584534,Thùng nước giặt Pano Elegant 6 túi hương nước hoa Pháp cổ điển giặt tay giặt máy sạch sâu an toàn da tay,PANO,Nước giặt,555939,1292881,57%,STANDARD,Thùng nước giặt Pano Elegant 6 túi hương nước hoa Pháp cổ điển giặt tay giặt máy sạch sâu an toàn da tay,elegant; nước giặt; pano,PANO,https://shopee.vn/Th%C3%B9ng-n%C6%B0%E1%BB%9Bc-gi%E1%BA%B7t-Pano-Elegant-6-t%C3%BAi-h%C6%B0%C6%A1ng-n%C6%B0%E1%BB%9Bc-hoa-Ph%C3%A1p-c%E1%BB%95-%C4%91i%E1%BB%83n-gi%E1%BA%B7t-tay-gi%E1%BA%B7t-m%C3%A1y-s%E1%BA%A1ch-s%C3%A2u-an-to%C3%A0n-da-tay-i.20523065.26042584534,TRUE,2026-08-18
TRUE,19819336767,Nước tẩy toilet đậm đặc Pano Hương trái cây Tẩy cặn vôi ố vàng khử mùi hôi Chai 960g,PANO,Tẩy Toilet,30000,30000,0%,OUT_OF_STOCK,Nước tẩy toilet đậm đặc Pano Hương trái cây Tẩy cặn vôi ố vàng khử mùi hôi Chai 960g,pano; tẩy toilet,PANO,https://shopee.vn/N%C6%B0%E1%BB%9Bc-t%E1%BA%A9y-toilet-%C4%91%E1%BA%ADm-%C4%91%E1%BA%B7c-Pano-H%C6%B0%C6%A1ng-tr%C3%A1i-c%C3%A2y-T%E1%BA%A9y-c%E1%BA%B7n-v%C3%B4i-%E1%BB%91-v%C3%A0ng-kh%E1%BB%AD-m%C3%B9i-h%C3%B4i-Chai-960g-i.20523065.19819336767,FALSE,2026-08-18
TRUE,20825187721,Nước tẩy quần áo màu Oxy Active ZeO Hương cam chanh oải hương Tẩy vết bẩn giữ màu không phai Chai 400ml,ZeO,Nước tẩy quần áo màu,39000,39000,0%,OUT_OF_STOCK,Nước tẩy quần áo màu Oxy Active ZeO Hương cam chanh oải hương Tẩy vết bẩn giữ màu không phai Chai 400ml,active; cam chanh; nước tẩy quần áo màu; zeo,ZeO,https://shopee.vn/N%C6%B0%E1%BB%9Bc-t%E1%BA%A9y-qu%E1%BA%A7n-%C3%A1o-m%C3%A0u-Oxy-Active-ZeO-H%C6%B0%C6%A1ng-cam-chanh-o%E1%BA%A3i-h%C6%B0%C6%A1ng-T%E1%BA%A9y-v%E1%BA%BFt-b%E1%BA%A9n-gi%E1%BB%AF-m%C3%A0u-kh%C3%B4ng-phai-Chai-400ml-i.20523065.20825187721,FALSE,2026-08-18
TRUE,18983291625,Bộ 4 Tinh dầu thơm phòng 4in1 ZeO Hương SPA bưởi biển Midnight Khử mùi thư giãn 4 chai kèm kẹp treo,ZeO,Tinh dầu & Nước hoa,233367,288107,19%,OUT_OF_STOCK,Bộ 4 Tinh dầu thơm phòng 4in1 ZeO Hương SPA bưởi biển Midnight Khử mùi thư giãn 4 chai kèm kẹp treo,tinh dầu & nước hoa; zeo,ZeO,https://shopee.vn/B%E1%BB%99-4-Tinh-d%E1%BA%A7u-th%C6%A1m-ph%C3%B2ng-4in1-ZeO-H%C6%B0%C6%A1ng-SPA-b%C6%B0%E1%BB%9Fi-bi%E1%BB%83n-Midnight-Kh%E1%BB%AD-m%C3%B9i-th%C6%B0-gi%C3%A3n-4-chai-k%C3%A8m-k%E1%BA%B9p-treo-i.20523065.18983291625,FALSE,2026-08-18
